Author,Ulasan
@user-or3ee9fz9m,"Hebat Luar Biasa Anak Muda Seperti Gibran Ini Yg di Tunggu Utk Kemajuan Bangsa Indonesia, Maju Terus Mas Gibran GBY👍👍👍💪💪💪"
@alpianiyung-ku8zi,smoga prabowo gibran menang
@AsyamDzakyJaballah,Wkwkwkwkwk 😂 semoga aj banh
@okimora-ls7jg,Cak Imin nampak bnget GK komitmen orangnya.. gimana mau nepatin janji..
@ayu_suwestirahayu7898,Pak prabowo  - pak gibran ❤
@basukipurnomo7126,"Tuh lihat yg njago anies,wakilnya kok g masuk cara ngomongnya,banyak halu nya.."
@haybro9442,All in Prabowo dan Gibran cuma mereka yang memperhatikan anak muda di Indonesia ingat apa yang dikatakan oleh pak Sukarno Hatta &quot;Masa depan bangsa ini ada di tangan anak muda Indonesia&quot; ingat itu
@saniaangela5923,Dari dulu ga pernah ngikutin debat cawapres. Baru tahun ini tertarik karena mas gibran. Jooss bgt mewakili anak muda
@usman2707,Hahahahahahaa selama ini pdi ngapain aja bohong korupsi trusss
@mananggaranapitupulu9141,Membuka dan membaca pertanyaan hendaknya jangan ketutupan amplop lain. Ada baiknya diangkat agak keatas spy jangan ada salah duga.
@haybro9442,Cak Imin dihajar habis-habisan njir
@hizkiayoelbudi5390,Nah MAHFUD md sudah berani YG korupsi  di brantas habis sampai dapat  penghargaan dari PBB  MAHFUD md yang tulus sudah terlaksana  MAHFUD md siapa bilang indonesia negara kecil gibran  jokowidodo banyak pengganguran
@SadenMurlaok,Saya tetap nmr 2
@user-oi4ts5nj2s,Gibran ❤kren
@JungJiNeul19,Sek² slepet iku apa seh ??
@user-cy2wl3xf5z,Saya orang gak punya jangan ngomomng bandos dll ssya belum prrnah ada bansos dsncuk
@cahayabaktigrafika3227,"Demi untuk mengejar keterbelakangan Indonesia dalam pelaksanaan dan penanganan berbagai bidang,selama ini.Memang ada juga keberhasilan kemajuan ,kesejahtera bangsa /negara, namun hanya sedikit saja,dalam kurun waktu 78 tahun Indonesia telah merdeka."
@hizkiayoelbudi5390,Nomor 3 makyos ampun cak min kurang jelas apalagi gibran  MAHFUD md  kren habis printer  hebat mana jokowidodo rakyat di jabar tak punya sertifikat  gibran sok pinter buat soal ngak jelas...iitu gibran nyonyek kepanjangan juga catatannya  ah...ih....omdo diduga tapi rakyat mau tanya jokowidodo  gaimana  USMAN dikorbankan dipecat tidak hormat malu maluin negara indonesia bangga Ganjar Mahfud md pasti menang rakyat percoyo toh ❤❤❤❤❤
@user-hs1ud7iv9k,saya lebih suka debat cawapres ini daripada debat capres kemaren. karena banyak hal yg lebih spesifik yg dibahas. semoga kedepannya lebih baik lagi. bravo kpu
@arieismanto9651,Setuju debat capres kemarin ga menyentuh program msg2 calon cuma saling serang pribadi..
@namakuodikina3362,"Salute sama kecerdasan mas Gibran , anak muda bukan kaleng kaleng"
@hizkiayoelbudi5390,Inilah mahfud  berhati hati berbicara  fan asli bapaknya gibran ngomong doang jokowidodo kirim bahan mentah terus ah...ah...Inilah seperti jokowidodo  betul pak MAHFUD cerdas tenan❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@hizkiayoelbudi5390,Inilah mahfud  berhati hati berbicara  fan asli bapaknya gibran ngomong doang jokowidodo kirim bahan mentah terus ah...ah...Inilah seperti jokowidodo  betul pak MAHFUD cerdas tenan❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@nhaylanoezla2785,"Terserah apa kata yg lain disini,, <br>Tetap pada pendirian No urut 1 yeeiiii.."
@user-dirgantara,Pokoknya no 2 harus menang thn 2024 ini amin
@maryani2029,Kocak Lo..
@siskalolita6245,Jgn salah bung itu semua kata2 gibransudah diseting sebelumnya
@Chokopiely,"Wkwkwk😂,fitnah apalagi ini"
@cahayabaktigrafika3227,"Wujudkan kejujuran dalam penanganan hukum,Harus disahkan juga RUU tentang perampasan seluruh aset para koruptor,Pungli,Suap,narkoba,judi,SARA dll. Agar dapat mengatasi mereka yang melakukan kriminal tersebut."
@YANASURYANA-mp2ld,OH SIYAP KU BUWAT GEDUNG KPK POLRES KOTA TASIKMALAYA OH DARI SEKARANG 86 SIAP NET.HD
@ririnpuji8321,Mas gibran pancen cerdass👍👍👍
@sitihardila2709,"Masyaallah, seneng banget sama bapak-bapak pejuang negri ini. Semoga sehat selalu bagi setiap orang yang memperjuangkan kemerdekaan dan kesejahteraan bangsa ini. Nangis banget walaupun baru ucapan semoga dapat terealisasikan ya ketika nanti terpilih😭😭😭❤️❤️"
@agungprasetya6917,"Knapa nangis, jangan pakek perasaan ini cuman kampanye melebih-lebihkan teori"
@sitihardila2709,Wkwk siap
@erganpratuhandestya1502,"Mnurut saya dr debat ini yg paling logis mengerti kondisi lapangan itu prof. Mahfud, tp syg sekali dari partai banteng."
@arihendriawana9612,Slepet slepet dan slepet😂😂😂😂
@GhyoMbete,Semoga prbowo gibran menang
@user-mn7cr4ic3w,"Gara gara prabowo subiyanto rusak satu ke luwarga ter kena setetes nila prabowo subiyanto ter tetes di ke luwarga jokowi dodo rusak satu  belangak bau tidak sedap,"
@erganpratuhandestya1502,Gibran dpt contekan apa gmna kok sat set gk plonga plongo seperti biasanya yg sy liat di media sosial???
@Nzx1000,Cak imin lanjut jadi komika aja... Kocak banget 🤣🤣🤣🤣
@Aku_celine,"<a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=53m00s"">53:00</a> <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=19m39s"">19:39</a> <a href=""https://www.youtube.com/watch?v=J1WUpRCzK44&amp;t=40m50s"">40:50</a>"
@cahayabaktigrafika3227,"Utamakan penegakan hukum tanpa tebang pilih,keadilan,kemakmuran bangsa /negara Indonesia dan kesejahteraan rakyat."
@rahmanpro4842,AL in Gibran
@user-qj1lz1qn3y,Mntp Gibran Prabowo .. semoga tuhan bersama bapak Prabowo Gibran..amin
@user-qj1lz1qn3y,Mntp Gibran Prabowo .. semoga tuhan bersama bapak Prabowo Gibran..amin
@leman4623,Semangat Prabowo dan Gibran pilihan terbaik👍👍👍👍👍
@leman4623,Semangat Prabowo dan Gibran pilihan terbaik👍👍👍👍👍
@ledyanafauziahofficial6859,Saatnya muda berkarya untuk kejayaan bangsa 🔥🔥
@gatusoagus131,Cak Imin Ingah ingih 😂
@nurulavivahlarasati5166,MANGBOWLE SE-SEPLET ITUCHHHHH😭😭😭
@nurulavivahlarasati5166,40 kota baruu🥺🤏🏻
@vivivivian1892,setiap jawaban dari anaknya pak jokowi alias mas gibran berbobot tanpa bertele2 ....mudah di pahami❤
@asril5902,Betul.makfut
@asril5902,Hintikan.infetasi.luwanegeri
@asril5902,Bohong
@asril5902,Hentikan.ifestasi.luwangri
@asril5902,Hentikan.iditjibran.bohong
@asril5902,Bohong
@Mangkrawang,Amin
@shindivalent2720,"Betul mas, kodari hrs diberi pelajaran , biar rencana busuknya gagal"
@suyonosuyono256,Semoga saja mas gibran bisa terpilih bersama bpk prabowo yesss
@asril5902,Makfut.masih.penakut.bonkar.koropsi.pengencut.lawan.koropsisrimulyani..jokowi.takut.belumpantas
@febrydirgaofficial2396,"Dulunya saya pendukung paslon 1 dan paslon 3, eh ternyata setelah melihat paslon 2, ternyata mas gibran punya wawasan yg luar biasa cerdas lugas dan tegas, pak prabowo tidak salah pilih, saya yakin paslon 02 pasti menang karena saya lihat di setiap media sosial semua dukungan terarah ke pada prabowo_gibran."
@asril5902,Bohong.janga.menghayaljibran
@asril5902,Anis.wasweda.pantas.jadi.pr0esiden.5thn.kedepan
@asril5902,Ganjar.belumpantas.makfut.masih.belumpantas.jadipemimpin😊
@lovelyfood9161,Ketok ngapusi 40 kota itu koya  ngurusi 1 kota yg namanya jakarta aja gak da beresnya 😅
@sarilahiya8694,Gibran berdamage disini 🔥
@paksurame3231,Ayo  ngrungokke ne ngaji. Gus. Iqdam  ben entuk elmu saking. Pangeran 🙏
@yuniiwi3024,"Smua mahal pak, yg murah harga diri"
@paksurame3231,Tuku salak ning. Banyu biru ajo cedak2 mundak kepilut aku?
@user-fl9yl5vq9c,All in PRABOWO
@kartikahusada1015,"Maju terus pak prabowo dan pak gibran... bismillah menang <a href=""about:invalid#zCSafez""></a>"
@Opankcorner,Kalau niat tanya: Bagaimana meningkatkan posisi SGIE?<br>Kalau niat jebak: Bagaimana meningkatkan posisi SGIE atau State of the Global Islamic Economy?
@lindakaranganyar1523,Mahfud klantur 😅😅😅
@lailiaresa,Anak muda All in Prabowo Gibran❤
@user-qj1lz1qn3y,Mntp Gibran Prabowo
@aandarwati8255,PraBowo
@ramadanaditia4481,Ko Nanya Gogoel Kalau Di Gogoel Apa Ajah Ada ??
@user-bc6br5kw7x,TERNYATA MODERATOR ANDA NOL.. YG ADA CUMA SUARA TENANG2. TENANGGGGG.. NOL KNOWLEDGE
@elsanurfitri,"Cak imin, agak agak"
@elsanurfitri,Halu mulu😂
@devicitrautami5827,Respect .. Mas Gibran bisa menjawab seluruh pertanyaan dng baik dan bijak. <br>Terimakasih utk seluruh cawapres.. semoga siapapun yg terpilih amanah 🙏🏻🫶
@atunayu5161,"cawapres no2   pertanyaanya  jadi bahan perbincangan banyak nitizen,,,,katanya lulusan luar negeri  SGIE kok dibaca bahasa indonesia padahal itu bahasa inggris"
@Putri23-kp8hc,"@@atunayu5161 maap apaun bacanya yg peting artinya sama, dan wajar bila mas gibraan baca sprtti itu karena iru udah karakter orang jawa udah jd maklum..."
@atunayu5161,@@Putri23-kp8hc bukan asam sulpat
@TravellerTakutGosong,​@@atunayu5161 Di rumah pake AC atau eisi? Kalo baca WHO we ha o atau dobelyu eich o? Kalo belanja online COD ngomongnya ce o de atau si o di? Dan masih banyak yg lain 😁
@elsanurfitri,Prabowo gibran😍
@user-kp2jv1qe9n,kpu tolika tahun 2023 dan 2028
@ulisista9066,Wah wapres Paslon 2 <br>Di luar ekspektasi<br>Diam2 ternya raja pemimpin yg sngat2 wow
@Dyvita,Siapapun yang menang semoga dapat bertanggung jawab dengan baik dan mampu membawa Indonesia menjadi lebih baik
@user-tg5uo3ji5u,@miin
@user-br8zw5kh2f,Ya dualah
@InaTea-cg3zx,"Inilah sosok seorang gibran <br>Disangka org bodoh ,cupu tapi aslinya pintar daripada ngaku org pintar tapi aslinya bodo,<br>Biasa saja tapi luar biasa is ok"
@user-tg5uo3ji5u,mantaap amiiin
@user-tg5uo3ji5u,ikn jokowi bocara tak ada infestasi dari manapun <br>eh sekarang gibran bicara ada osfistasi dari suasta dan lain2 <br>ini penbodohan dan penipuan dasar pintar ber bohong <br>saya memang terus tak mau pilih yg pembohong belum jadi sudah bohong apalagi sudah berkuasaa
@user-tg5uo3ji5u,manttap amiiin
@nitonito9876,lanjut urut nomer 2
@user-tg5uo3ji5u,giliran disini gibran l@ncar2 @ja jawap per tanyaannya giliran ditanya mahasiswa plonga plongo t@k yakin @ku pilih gibran <br>pilih perubahan aja <br>dari pada 2 lebih baik pilih 3 lebih profisional untuk meminpin negra sebesar ini <br>amiiin amiiin
@miftaformosa4519,visi misi kok malh bicara korupsi to pak
@darlinlanuko7990,Prabowo-gibran gas pool satu putaran ✌️
@user-ko6jj3bn8w,Mantap pak Gibran. Saya dukung pak Gibran dan pak Prabowo
@tommiparningotanlumbanbatu1638,Prabowo gibran yeeees 🤩🤩🤩
@AlexanCaisar,udahlah......<br>Gibran wes !!
@rendychanel7405,kita bersama Prabowo gibran ✌️
@user-ul3fi4ow1c,uuuu
@aishaputrizahra5533,Prabowo Gibran yes yes
@elisameifrida802,Setelah melihat ini keraguan sya sudah pupus. Wis teteg ning ati sopo sek arep tak coblos 👍
@syahrulramadan2991,Komentar ini di penuhi orang orang hebatt... Indonesia membutuhkan Prabowo/gibran ❤️❤️
@user-em9lf5tp7q,Hadir
@user-kf7zn3pk8h,wkwkwkwk slepet
@purwantibae1216,"Kata &quot;SLEPET&quot; kok agak gimana gitu ya dengernya, enggak enak didenger pak 🙏"
@user-qk5jf8bs9s,gibran bebicara sesuai fakta dan dapat dibuktikan olejh data dan janjinya semua terukur dan masuk akal . beda sama paslon no 1 hanya bebicara soal wacana dan belum tentu teralisasi dan banyak tidak masuk akal
@winwin-pd6yl,"jelas mahmud sangat memalukan, tidak tahu apa itu menaiki pajak dan menaiki rasio pajak"
@rivail9701,Pak Mahmud MVP
@user-co2nq4mb8w,"Kenapa gua pilih prabowo. <br>Karna beliau udah beberapa kali nyapres bahkan di era pasangan prabowo - megawati  hingga skrg sampe akhirnya pasangan muda mas gibran. <br>Kenapa saya suka mas gibran, karna saya percaya anak muda nanti kedepannya ga akan terbelakang baik pendidikan, prestasi &amp; lowongan pekerjaan. <br>Karna yang muda pasti paham apa yg dibutuhkan anak muda, 5 tahun kedepan kan negara ini lambat laun bergantung pada anak muda."
@kamariahsimar1593,Tp ia mengikuti jejak ayah ny manipulasi menghalalkan segala cara demi ambisi
@Rednextofficial,​@@kamariahsimar1593semua punya ambisi yg sama dibawah partai mah mba ..kecuali ada seorang pemimpin dipilih langsung dan tanpa adanya partai atau pendanaan partai ..harus km pahami politik dulu baru bicara
@joejhon8581,Ko suara&#39;a ms gibran sma presis sma bpknya.
@cadyrenggorenggono25,Bpk ANIES BASWEDAN ADALAH JELAS PERSIDEN INDONESIA PENTELAMAT BANGSA INDONESIA RAYA
@cie--cie,CAK IMIN DISURUH NYAMPAIKAN VISI MISI MALAH BILANG APA
@cadyrenggorenggono25,Debat debat kalo ujung ujungnya hasil pilpres  perhitungannya curang. Ya percuma debat debat pilpres
@gustikafarheniwulanasri3178,Setuju kalau ada yang bilang debat cawapres ini pastinya 2 menang telak. Siapapun yang jadi pemimpin semoga Indonesia jadi lebih baik lagi
@m.bagaskaraputrarukmana5655,Kok gibran pake doble mix ya
@dianakarim2815,Pak Gibran makin keliatan pinter nya .<br>Yang cawapres no 1. Sama no.2 keliatan bodoh nya 😂
@mesrianto,Mantap calon no 2❤
@leonardohabeahan4321,Anjerr....penutupan debat mas Gibran tiba&quot; membuat saya terharu. Semakin yakin bahwa pemimpin selanjutnya layak si lanjutkan pak Prabowo dan mas Gibran
@anihandayani8319,Debat cawapres lebih seru dari debat capres 😆
@raimondhurit9004,"menang Tidak menang PK ANIS  DANPAK  AMIN TETAP MENANG DI DUA RIBU DUA EMPAT NANTI. JADI PRESI DEN ,NANTI. PERCAYA TIDAK PERCAYA  rakyat tetap sokong prangpintar  dan orangnya penuh sabar bdan tabah sllau menghadappi banyak cabaan banyak cabaran trima dngan senanghati. salam merdekah (no. 1) tetap menang. Amin tetap Amin."
@YumnaEllisa,Saya bukan buzzer tapi Masya Allah lihat debatnya mas gibran top bgt❤
@idrisa.r8490,"Gibran ide ada orang dibelakang nya koporat dan kapatalis dan bapak nya Jokowi buat aturan. Gibran tidak punya ada apa apa pengalaman.. Perancangan capres 2024 semua orang sudah tahu Jokowi mahu diantara Probowo atau Ganjar  menang bukan Anies kerana dia lebih cerdas dan berbibawa dari Probowo,Gibran, Ganjar dan Mafuz."
@Chokopiely,"Terserah kamu teh milih yang mana,tapi komennya mu &quot;se akan² pak Prabowo ga berwibwa wkwkwk,contohnya apa teh?"
@oragaming2970,Saya dukung presinden yg mau bubarkan pinjol dan judi onlane😢karena memalaskan rakyat meyengsarakan rakyat 😢bener deh coba pikir semenjak ada judi onlane banyak orang malas kerja mengharapkan uang secara instan dan pinjol juga dana darurat tapi menyesatkan😢😢
@user-kc3mm6cq6r,2024 all in ganjar
@MoMozle666Andalas-rg9yg,"kelihatan kwalitas cak Imin,<br>Rela menistakan diri,demi meninggikan imigran Yaman menurut silsilah nya..."
@richidejong9146,"ada lagunya nih buat pasangan anis dan muahimin.... Janji Janji tinggal janji, Janji manis hanya mimpiiiiii 🤣🤣😂😂🤣🤣🤣😂😂"
@user-ki9ts4ft1h,Pemilu bukan untuk memilih yang terbaik tetapi untuk mencegah yang terburuk berkuasa
@SienaGaribaldi-oj1yu,Paslon 1 cuma bisa omong  doang klo janji kampanye d tagih suka belaga amnesia
@jhonrambo3118,Apapun daya kemampuan cawapres menjawab baik atw tdknya smw tdk akan mengubah pemilihan rakyat yg sudah lebih dulu di doktrin dgn cawa cawi dgn pansos d medsos dgn identitas dan lainnya. Sy rasa sih debat bgini hnya buang2 wkt aj kurang optimal dlm memberikan pendidikan politik ke masyarakt bawah. Jd pada intinya pengalaman it pnting bukan hny sekedar dasar like dislike saja. Saya cuman bisa berdoa untuk Indonesia jatuh d tgn pemimpin yg tepat bukan pemimpin karbitan.
@user-xq4jv9ho9e,kalo caranya gitu bakalan inflasi pak 😐
@AgusLapar_Buk,Prabowo-gibran
@kereasione6376,Kenapa di  meja depan pembawa acara  harus di halangi begitu
@sitikhusnul7196,Jangan lupa bulan 2 coblos nomer 2 prabowo-gibran andalan❤
@babybeefu,di makassar mati lampu bapa bapa
@elke7298,"Mas gibran keren,,,,,<br>Di luar expektasi sngat war biasa"
@user-mr5sk2rq4w,Cawapres Gibran yg pantas dan layak di pilih oleh seluruh rakyat.
@ariyantoyanto5305,Saya dukung bapak perabowo gibran aja lah
@kameraghuwe4855,"Prof Mahfud saya mengakui anda sangat cerdas namun terkadang apa yang menjadi pertanyaan, anda jawabnya tidak sesuai.. yang ditanya regulasinya, anda jawab cara membuat regulasinya, dimana konteksnya sangat berbeda. Semoga menjadi evaluasi, saya dukung selalu Anies Baswedan"
@oyonwahyu5568,Dikira bakal di cook ternyata malah dia yang meng cook😅😅
@boysanturi6146,Gibran2❤❤
@MickHimura-uo2xs,"kok gw geli denger nya yah , mahfud bilang di laut ada korupsi tapi bu susi di keluarkan padahal klo ada yg nyolong ikan,  langsung di ancurin kapal ilegal .. terus di darat ada korupsi di udara ada korupsi.. nah mahfud kan menkopolhukam .. terus dia ngapain aja lagi ngejabat klo hukum yang dia bicarain bobrok.. sampe sampe sambo hukuman mati bisa jd hukuman seumur,.. kan lucu dia bilang hukum cacat sedangkan dia menteri politik hukum dan keamanan.. 🤦"
@yumnaellisa9338,"Sepemikiran, blundernya prof mahfud disitu😢"
@dennysw8915,"Jir cawapres 2, siap banget dengan topic2 nya menguasai, luar biasa, mentor cawapres 2 ngeri."
@user-sz6vp8ip9n,PAK GIBRAN IS THE BEST
@yuhanamisnan6837,"5M perdesaa, anjay otw korupsi nih pakades 😂😂"
@leonardohabeahan4321,"Saya sudah berumur 69,saya bangga Indonesia punya anak muda seperti mas Gibran. Saya dukung Prabowo - Gibran jadi calon pemimpin selanjutnya."
@syahrulsidiq5981,AM1N
@noverialio5526,@@syahrulsidiq5981  PRAGI yg no terdepan coblos no 2
@ihanputra5311,Tetap AMIN
@suyitnoharefa9228,"Kuliyah hanya untuk anak pejabat, berarti masih sengsara trakyat miskin tidak dapat menikmati kuliahnya gratis"
@agroman2597,1. Masih KHAYALAN<br>2. Menuju REALITA ( KENYATAAN )🎉<br>3. Masih IMPIAN
@suyitnoharefa9228,"SGIE : ngak taunya bahasa inggris, tapi llihat dan dengar kan nati ada apa ya ada apa ya.....🤣🤣🤣🤣🤣"
@lenkatwin2899,"JOKOWO 2.0 😍 JOKOWI ++.<br>SEMANGAAATT DUKUNG CAWAPRES Gemoy, Mas Gibran."
@adytchanel5396,Yg muda lbih cerdas dan tegas dalam berbicara
@user-mj2sn7rn8n,"Mas Gibran tidak bertele-tele, jelas lugas dengan visi misi kedepan"
@ganisoktalia2283,Mas gibran mantapp g banyak kata.. Mudah dipahami
@febridita6298,Pokoknya Prabowo Gibran
@bayuwardita4055,PRABOWO GIBRAN
@AnikKenongo-si6no,"Asslam mlaikum wr br,<br>Masa sakat .mau nya damai,indonesia mas maju .capres .thn 2024 2029 ,yg akan datang <br>Tdk butuh kerugian .salam sehat hera bagi bangsa dan negara indonesia.siap cobol <br>Gugatan prabowo 💪💪💪💪👍✌✌✌✌"
@tiolanesra5482,cak Imin kumur-kumur apa gmn sih?
@lennyutami8214,Anak muda dengan semangat dan jiwa yang menggebu2 untuk Indonesia maju.
@jidtrojidt4708,jgn kalian membawa bawa nama Allah dlm berpolitik.
@jidtrojidt4708,Prabowo Gibran yg bisa merubah indonesia.yg lain now alias janji manis.
@jidtrojidt4708,omong kosong aja banyak bicara dan janji2 palsu.
@anikfatmawati9656,Dulu dapat tekanan sekarang bebas
@user-yt2mu9ul3w,Tenggelamkan PDIP dan AMIN ...Prabowo Gibran YES
@user-wv9fq1rx5n,Yes setuju !
@iosghiims5861,"GK peduli siapa yg menang,,pemilu,,,,semoga Indonesia lebih baik dipimpin mereka,,,semoga saja klo ada pendukung ,yg calonnya kalah saat coblosan,, pikiran nya masih logis ,, mulutnya juga logis, tindakan nya juga logis..bisa menerima kenyataan ."
@adiehidayat5202,Ini mulai janji palsu muhaimin Mau bangun 40 kota se level Jakarta hahahaha aduhhhhhh
@cfmks8463,"betul ya stlh mengatakan kur,ada suara mengatakan &quot;sudah&quot; 🤭"
@NurajijahSpt,2024 anes dan amin president
@timurmusic413,"Ko lebih adem dan berisi yah, debatnnya cawapres daripada capresnya😅"
@arfandadi5469,Jangan panggil aku anak kecil Paman 💙😄
@adiehidayat5202,"Benar² hebat tanggapan pk gibran, segenap tkw dan tkl Taiwan siap mendukung"
@gek_ya0232,"Hayook pilih mas gibran sngat cerdas simpel dn emas bgt,,,indonesia mju mnjdi emas berliam ditangan bowo dn ms gibran"
